midi_file,song_name,instrument_class
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00012\MIDI\S08.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00012\MIDI\S09.mid,MIDI,Harp
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00012\MIDI\S10.mid,MIDI,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00012\MIDI\S11.mid,MIDI,Percussion
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\all_src.mid,Track00013,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\all_src.mid,Track00013,Brass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\all_src.mid,Track00013,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\all_src.mid,Track00013,Flute
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\all_src.mid,Track00013,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\all_src.mid,Track00013,Organ
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\all_src.mid,Track00013,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\all_src.mid,Track00013,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\MIDI\S00.mid,MIDI,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\MIDI\S01.mid,MIDI,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\MIDI\S03.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\MIDI\S04.mid,MIDI,Organ
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\MIDI\S05.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\MIDI\S06.mid,MIDI,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\MIDI\S07.mid,MIDI,Flute
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00013\MIDI\S08.mid,MIDI,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\all_src.mid,Track00014,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\all_src.mid,Track00014,Brass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\all_src.mid,Track00014,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\all_src.mid,Track00014,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\all_src.mid,Track00014,Harmonica
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\all_src.mid,Track00014,Organ
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\all_src.mid,Track00014,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\all_src.mid,Track00014,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\all_src.mid,Track00014,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S00.mid,MIDI,Brass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S01.mid,MIDI,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S02.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S03.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S04.mid,MIDI,Harmonica
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S05.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S06.mid,MIDI,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S07.mid,MIDI,Organ
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S08.mid,MIDI,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S09.mid,MIDI,Brass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S10.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00014\MIDI\S11.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\all_src.mid,Track00015,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\all_src.mid,Track00015,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\all_src.mid,Track00015,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\all_src.mid,Track00015,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\all_src.mid,Track00015,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\all_src.mid,Track00015,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\MIDI\S00.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\MIDI\S01.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\MIDI\S02.mid,MIDI,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\MIDI\S03.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\MIDI\S04.mid,MIDI,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\MIDI\S05.mid,MIDI,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00015\MIDI\S06.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\all_src.mid,Track00016,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\all_src.mid,Track00016,Brass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\all_src.mid,Track00016,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\all_src.mid,Track00016,Flute
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\all_src.mid,Track00016,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\all_src.mid,Track00016,Harp
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\all_src.mid,Track00016,Other
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\all_src.mid,Track00016,Percussion
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\all_src.mid,Track00016,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\all_src.mid,Track00016,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S00.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S01.mid,MIDI,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S02.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S03.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S04.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S05.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S06.mid,MIDI,Brass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S07.mid,MIDI,Flute
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S08.mid,MIDI,Flute
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S09.mid,MIDI,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S10.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S11.mid,MIDI,Harp
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S12.mid,MIDI,Percussion
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S14.mid,MIDI,Percussion
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00016\MIDI\S15.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\all_src.mid,Track00017,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\all_src.mid,Track00017,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\all_src.mid,Track00017,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\all_src.mid,Track00017,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\all_src.mid,Track00017,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\all_src.mid,Track00017,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\all_src.mid,Track00017,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\MIDI\S00.mid,MIDI,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\MIDI\S01.mid,MIDI,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\MIDI\S02.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\MIDI\S03.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\MIDI\S05.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\MIDI\S06.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\MIDI\S07.mid,MIDI,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\MIDI\S08.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\MIDI\S09.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00017\MIDI\S10.mid,MIDI,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\all_src.mid,Track00018,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\all_src.mid,Track00018,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\all_src.mid,Track00018,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\all_src.mid,Track00018,Organ
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\all_src.mid,Track00018,Other
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\all_src.mid,Track00018,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\all_src.mid,Track00018,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\all_src.mid,Track00018,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\all_src.mid,Track00018,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S00.mid,MIDI,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S01.mid,MIDI,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S02.mid,MIDI,Organ
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S03.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S04.mid,MIDI,Organ
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S05.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S06.mid,MIDI,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S07.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S08.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S09.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S10.mid,MIDI,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S11.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S14.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S15.mid,MIDI,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S16.mid,MIDI,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00018\MIDI\S17.mid,MIDI,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\all_src.mid,Track00019,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\all_src.mid,Track00019,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\all_src.mid,Track00019,Flute
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\all_src.mid,Track00019,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\all_src.mid,Track00019,Other
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\all_src.mid,Track00019,Percussion
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\all_src.mid,Track00019,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\all_src.mid,Track00019,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\all_src.mid,Track00019,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\all_src.mid,Track00019,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S00.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S01.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S02.mid,MIDI,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S03.mid,MIDI,Percussion
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S04.mid,MIDI,Flute
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S06.mid,MIDI,Flute
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S07.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S08.mid,MIDI,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S09.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S10.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S11.mid,MIDI,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S12.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S13.mid,MIDI,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00019\MIDI\S14.mid,MIDI,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\all_src.mid,Track00020,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\all_src.mid,Track00020,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\all_src.mid,Track00020,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\all_src.mid,Track00020,Percussion
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\all_src.mid,Track00020,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\all_src.mid,Track00020,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\all_src.mid,Track00020,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\all_src.mid,Track00020,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\MIDI\S00.mid,MIDI,Drums
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\MIDI\S01.mid,MIDI,Bass
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\MIDI\S02.mid,MIDI,Synth
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\MIDI\S03.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\MIDI\S04.mid,MIDI,Guitar
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\MIDI\S05.mid,MIDI,Strings
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\MIDI\S06.mid,MIDI,Piano
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\MIDI\S07.mid,MIDI,Voice
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\MIDI\S08.mid,MIDI,Percussion
C:\Users\vasan\OneDrive\trushitha\Polyphonic\backend\datasets\babyslakh_16k\Track00020\MIDI\S09.mid,MIDI,Strings
